y_real,y_previsto,residuo
94.72981338,91.90761712342606,2.822196256573932
86.52258079,85.21383734857162,1.3087434414283905
93.35191636,92.14213914281905,1.2097772171809567
90.55561637,92.36228546284681,-1.8066690928468176
90.70475565,91.98744583223231,-1.2826901822323151
52.34605806,50.23722981939187,2.1088282406081262
94.58075845,91.50408907871,3.0766693712900093
56.32938343,53.35913533646614,2.9702480935338613
89.80650642,85.35678236956838,4.449724050431627
68.65257685,63.91705371372569,4.73552313627431
64.14800537,65.45636903155113,-1.3083636615511267
94.38420565,94.36584984495408,0.018355805045914053
89.08935702,90.38433910977514,-1.2949820897751465
79.26861738,79.7632441292796,-0.49462674927960393
95.67906668,94.6725260111452,1.0065406688548109
94.25702672,90.30163793021015,3.9553887897898505
93.84505029,92.26832202679064,1.576728263209361
71.59722446,65.66250162195308,5.934722838046923
90.72526502,92.02463714323261,-1.2993721232326152
93.12603235,92.04497539798248,1.0810569520175193
53.83876189,58.72160473271517,-4.882842842715171
93.63739039,92.44495982423149,1.192430565768504
91.74780462,91.90200568569433,-0.15420106569433756
90.81781439,91.81892141875765,-1.0011070287576587
19.63719995,17.942153000886996,1.695046949113003
83.12053888,79.97112741560741,3.1494114643925855
84.34262707,85.0730724066161,-0.7304453366160999
90.31153735,92.07121415957539,-1.7596768095753959
60.24218572,46.68094238480239,13.56124333519761
80.64416466,81.67549536285338,-1.0313307028533814
91.63536236,89.33438676925525,2.3009755907447556
58.59986279,53.149406768806315,5.450456021193688
71.23690851,80.42465208720536,-9.187743577205353
65.21662467,63.82252555182986,1.3940991181701392
72.97198375,80.5989048516007,-7.626921101600686
67.88811637,65.2684062494837,2.6197101205163023
86.79261344,80.28993440259877,6.502679037401222
17.54024066,17.043437407108982,0.49680325289101646
14.70085967,17.42027185823892,-2.7194121882389197
20.31564139,22.571244931179656,-2.2556035411796564
93.02357765,91.74108907244138,1.2824885775586097
50.09831810000001,50.53692656866582,-0.43860846866581227
66.55723677,64.8946965448613,1.6625402251386987
59.52193158,65.49202723332543,-5.97009565332543
80.14487166,86.23530586768698,-6.090434207686968
59.24580604,64.03805930912448,-4.79225326912448
57.23265151,46.89925464412814,10.333396865871855
97.76865458,95.23090382744078,2.5377507525592193
93.90741192,91.37209729147781,2.535314628522187
68.3584573,65.15046870632439,3.2079885936756085
61.38597868,65.36045248831991,-3.9744738083199067
55.55164819,57.73895441417581,-2.1873062241758063
82.66396666,81.82150192499427,0.8424647350057342
83.64274107,86.00355125724002,-2.36081018724002
60.39523266,58.99725167296293,1.3979809870370659
20.4555596,22.225887307474018,-1.7703277074740171
82.85975490000001,79.50753315561168,3.3522217443883306
91.70293849,91.61745117805665,0.08548731194333925
79.28693687,80.38616208850878,-1.0992252185087779
63.95425534,65.47467801260981,-1.5204226726098113
89.73524177,85.26837165254322,4.466870117456779
91.95614918,94.88257734906925,-2.926428169069254
65.8567539,65.72877303223544,0.1279808677645633
91.69865887,92.6507833708323,-0.9521245008322978
94.94021378,91.93228809674648,3.007925683253518
63.47742011,47.651936007720806,15.82548410227919
90.56151463,92.06454893852558,-1.5030343085255709
82.14004101,82.21670207068556,-0.07666106068555223
90.79007335,92.05740925887832,-1.267335908878323
47.19188279,47.50632950959874,-0.3144467195987417
93.03555162,91.83414277395927,1.201408846040735
94.59086121,95.26375221873425,-0.6728910087342541
76.2403666,79.56316366460737,-3.3227970646073715
83.67675197,79.6523672510369,4.024384718963091
67.7017527,65.10678146303756,2.5949712369624365
92.09278584,91.91353968938475,0.17924615061525628
83.31172003,79.8477485150259,3.463971514974105
